Unnamed: 0,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity,Fact assessment
3764,pants-fire,Colorado Citizens for Accountable Government,"""When Rachel Zenzinger was on the Arvada City Council, she voted to spend taxpayer funds for a junket to China.""",10/14/2016,other,Alan Gathright,10/19/2016,https://www.politifact.com/factchecks/2016/oct/20/colorado-citizens-accountable-government/group-says-colorado-senate-candidate-voted-use-tax/,1,False
18542,half-true,Jonah Goldberg,"Homeopathy, acupuncture and aromatherapy ""have been given elevated legitimacy under the Affordable Care Act.""",2/13/2015,news,Louis Jacobson,2/24/2015,https://www.politifact.com/factchecks/2015/feb/24/jonah-goldberg/did-aca-give-elevated-legitimacy-alternative-medic/,1,False
10918,half-true,Chris Jones,"Says he ""led the fight to expand Medicaid.""",8/20/2019,advertisement,Warren Fiske,9/10/2019,https://www.politifact.com/factchecks/2019/sep/10/chris-jones/did-chris-jones-lead-medicaid-expansion-virginia-y/,1,Unverifiable
1475,mostly-true,Barack Obama,"""His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.""",8/18/2012,speech,Jake Berry,8/24/2012,https://www.politifact.com/factchecks/2012/aug/24/barack-obama/barack-obama-says-paul-ryan-tax-plan-would-have-el/,1,False
1808,false,YourContent,"""Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.""",3/1/2020,news,Daniel Funke,3/2/2020,https://www.politifact.com/factchecks/2020/mar/02/yourcontent/false-news-site-publishes-unproven-story-about-flo/,1,Unclear
19086,mostly-false,Democratic National Committee,"In the recent House special election in Florida, Democrats ""got outspent in a Republican district.""",3/11/2014,email,Louis Jacobson,3/14/2014,https://www.politifact.com/factchecks/2014/mar/14/democratic-national-committee/democrats-say-alex-sink-got-outspent-republican-di/,1,'true'
20536,false,Jim DeMint,"Says U.S. Sen. Sherrod Brown is responsible for ""over $14 trillion in debt.""",6/27/2011,news,Mark Naymik,7/11/2011,https://www.politifact.com/factchecks/2011/jul/11/jim-demint/sen-jim-demint-says-sen-sherrod-brown-responsible-/,1,False
35,mostly-true,Kendrick Meek,"""When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.""",6/22/2010,speech,Cristina Silva,6/22/2010,https://www.politifact.com/factchecks/2010/jun/22/kendrick-meek/meeks-pro-choice-stance-stands-out/,1,False
4915,false,Matt Bevin,"""Many"" of the founding fathers were ""very actively involved"" in cockfighting.",4/3/2014,radio,Tim Ryan,5/1/2014,https://www.politifact.com/factchecks/2014/may/01/matt-bevin/were-founding-fathers-active-cockfighters/,1,False
6249,mostly-true,Ron Saunders,"""The two worst counties for (Medicaid) fraud in the country -- not state -- are Dade and Broward county.""",1/19/2011,news,Amy Sherman,2/3/2011,https://www.politifact.com/factchecks/2011/feb/03/ron-saunders/saunders-says-dade-broward-rule-country-medicaid-f/,1,'false'
13349,pants-fire,Tweets,Ray Liotta died because of the COVID-19 vaccine.,5/26/2022,social_media,Ciara O'Rourke,6/9/2022,https://www.politifact.com/factchecks/2022/jun/09/tweets/no-ray-liotta-didnt-die-covid-19-vaccine/,1,false
15411,mostly-true,Bill Clinton,"""There's not a single, solitary example that"" signing the bill to end Glass-Steagall ""had anything to do with the financial crash.""",8/11/2015,news,Lauren Carroll,8/19/2015,https://www.politifact.com/factchecks/2015/aug/19/bill-clinton/bill-clinton-glass-steagall-had-nothing-do-financi/,1,False
9959,mostly-true,American LeadHERship PAC,"""As mayor, [Allan Fung] raised taxes three times.""",10/8/2014,advertisement,C. Eugene Emery Jr.,10/14/2014,https://www.politifact.com/factchecks/2014/oct/14/american-leadhership-pac/american-leadhership-ad-ignores-three-years-allan-/,1,Requires context
10293,mostly-false,Mitt Romney,"""This president ... could have gotten crippling sanctions against Iran. He did not.""",2/22/2012,speech,Becky Bowers,2/23/2012,https://www.politifact.com/factchecks/2012/feb/24/mitt-romney/mitt-romney-says-barack-obama-could-have-gotten-cr/,1,False
1383,mostly-true,Lou Greenwald,"""Right now one of our highest job growth sectors is Leisure and Hospitality. We've added jobs that mostly fall within the restaurant and bar sector industry. These are not high-paying jobs, as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs.""",12/4/2012,news,Caryn Shinske,12/16/2012,https://www.politifact.com/factchecks/2012/dec/16/lou-greenwald/lou-greenwald-says-low-paying-jobs-seeing-most-gro/,1,True
16098,false,Jimmie T. Smith,"""It was found unconstitutional to drug test elected officials because it prevents us, as citizens, from having that First Amendment right.""",2/24/2012,speech,Katie Sanders,3/27/2012,https://www.politifact.com/factchecks/2012/mar/27/jimmie-t-smith/florida-rep-says-lawmakers-protected-first-amendme/,1,False
20637,mostly-true,Donald Trump,"Says one year later, ""the coalition to defeat ISIS has liberated very close to 100 percent of the territory just recently held by these killers in Iraq and Syria.""",1/30/2018,speech,Jon Greenberg,1/30/2018,https://www.politifact.com/factchecks/2018/jan/31/donald-trump/trump-isis-territory-losses-near-100/,1,True
15740,half-true,Leonard Lance,"""Recently we have seen our government debt grow by $3.4 trillion during the first 29 months of the Obama administration -- the equivalent of about $4 billion per day.""",7/17/2011,news,Erin O'Neill,7/28/2011,https://www.politifact.com/factchecks/2011/jul/28/leonard-lance/us-rep-leonard-lance-says-government-debt-has-grow/,1,False
14020,mostly-true,Will Weatherford,"New school testing standards ""will consume approximately twenty days of testing for elementary, middle and high school students.""",7/17/2013,statement,Jeffrey S. Solochek,7/22/2013,https://www.politifact.com/factchecks/2013/jul/22/will-weatherford/new-tests-could-take-20-school-days-say-will-weath/,1,False
10003,false,Facebook posts,"""Absent from the news — Dominion lost their lawsuits against Rudy Giuliani and Sidney Powell.""",5/30/2021,social_media,Tom Kertscher,6/1/2021,https://www.politifact.com/factchecks/2021/jun/01/facebook-posts/dominions-defamation-lawsuit-against-giuliani-powe/,1,False
5396,pants-fire,Democratic Congressional Campaign Committee,"""Seniors will have to find $12,500 for health care because Republicans voted to end Medicare.""",4/18/2011,advertisement,Angie Drobnic Holan,4/20/2011,https://www.politifact.com/factchecks/2011/apr/20/democratic-congressional-campaign-committee/democrats-say-republicans-voted-end-medicare-and-c/,2,False
3930,false,Greg Abbott,"""More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan.""",7/16/2010,news,Ciara O'Rourke,10/5/2010,https://www.politifact.com/factchecks/2010/oct/05/greg-abbott/attorney-general-greg-abbott-says-more-people-have/,1,False
9921,mostly-false,U.S. Chamber of Commerce,"Says the Congressional Budget Office said ""unemployment could top 9 percent in 2013""",2/8/2012,advertisement,Molly Moorhead,2/15/2012,https://www.politifact.com/factchecks/2012/feb/15/us-chamber-commerce/citing-Congressional-budget-office-chamber-ad-says/,1,'true'
13187,mostly-false,Kasim Reed,"When Atlanta Police Chief George Turner was interim head of the department, overall crime fell 14 percent and violent crime dropped 22.7 percent.",7/9/2010,news,Willoughby Mariano,8/1/2010,https://www.politifact.com/factchecks/2010/aug/01/kasim-reed/atlanta-mayor-said-city-posted-big-crime-drops-whe/,1,True
4067,half-true,S.E. Cupp,"""The CDC issued a report commissioned by President Obama just earlier this year, and it found some very inconvenient facts. Armed citizens are less likely harmed by attackers. Effectiveness of gun control laws is mixed. Gun buybacks don't work.""",9/13/2013,television,Becky Bowers,9/18/2013,https://www.politifact.com/factchecks/2013/sep/18/se-cupp/crossfires-se-cupp-cites-cdc-armed-citizen-safety-/,1,Mixed
813,false,New Century Times,"""Breaking: FBI just raided the White House, 6 people thrown out.""",12/30/2017,news,Amy Sherman,1/5/2018,https://www.politifact.com/factchecks/2018/jan/05/new-century-times/white-house-staffers-removed-job-subject-false/,1,False
11547,pants-fire,Facebook posts,"Says President Donald Trump said, ""People are dying who have never died before.""",3/18/2020,social_media,Bill McCarthy,3/19/2020,https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/no-trump-didnt-say-people-are-dying-who-have-never/,1,True
1772,mostly-false,Alan Grayson,"The rifle used by Omar Mateen ""shoots off 700 rounds in a minute.""",6/12/2016,news,Neelesh Moorthy,6/14/2016,https://www.politifact.com/factchecks/2016/jun/14/alan-grayson/orlando-democrat-alan-grayson-700-rounds-minute/,1,False
741,true,Debra Medina,"""At present spending levels, only citizens of New York have a greater local debt burden than Texans.""",12/13/2013,news,Sue Owen,12/6/2013,https://www.politifact.com/factchecks/2013/dec/06/debra-medina/texas-near-top-local-debt-capita/,1,'false'
484,false,Facebook posts,"""Cuomo opens New York 72 hours before his daughter's wedding.""",6/15/2021,social_media,Madison Czopek,6/17/2021,https://www.politifact.com/factchecks/2021/jun/17/facebook-posts/no-new-york-didnt-lift-covid-19-restrictions-becau/,1,Unverifiable
9546,half-true,Chuck Grassley,"In Japan, executives of failing companies ""say 'I'm sorry' and then either do one of two things: resign or go commit suicide.""",3/16/2009,radio,Angie Drobnic Holan,3/17/2009,https://www.politifact.com/factchecks/2009/mar/17/chuck-grassley/executives-japan-do-not-regularly-commit-suicide/,1,False
16373,mostly-true,Elise Stefanik,"Every time outgoing New York Gov. Andrew Cuomo ""says the firearm industry ‘is immune from lawsuits,’ it's false.""",7/6/2021,social_media,Cassidey Kavathas,8/13/2021,https://www.politifact.com/factchecks/2021/aug/13/elise-stefanik/refereeing-andrew-cuomo-elise-stefanik-firearm-ind/,1,True
3946,true,Wisconsin Institute for Law & Liberty,"Says Madison Mayor Paul Soglin's stated intent when proposing that city contractors disclose private political donations was to ""discourage contributions to organizations with which he disagrees.""",6/4/2013,blog,Dave Umhoefer,6/12/2013,https://www.politifact.com/factchecks/2013/jun/12/wisconsin-institute-law-liberty/wisconsin-institute-law-liberty-says-law-aims-disc/,1,False
18096,mostly-true,Jack Seiler,"""No one was taken into custody"" for feeding the homeless.",11/5/2014,news,Amy Sherman,11/17/2014,https://www.politifact.com/factchecks/2014/nov/17/jack-seiler/jack-seiler-says-arnold-abbott-90-year-old-wasnt-t/,1,'false'
12289,pants-fire,Mitt Romney,"""We're inches away from no longer having a free economy.""",8/11/2011,speech,Louis Jacobson,8/12/2011,https://www.politifact.com/factchecks/2011/aug/12/mitt-romney/mitt-romney-gets-another-pants-fire-saying-were-in/,2,False
12089,false,Facebook posts,"""Joe Biden wants to eliminate a regulation that requires school districts to report allegations of teacher on student rape, alleged rape, and sexual assault.""",1/30/2022,blog,Monique Curet,2/8/2022,https://www.politifact.com/factchecks/2022/feb/08/facebook-posts/social-media-post-wrong-about-proposal-change-data/,1,False
19211,half-true,Pam Stewart,"Florida’s ""high school graduation rates continue to increase at the fastest rate in the nation, with Florida leading the nation in the rate of Hispanic graduates.""",8/19/2013,statement,Amy Sherman,8/23/2013,https://www.politifact.com/factchecks/2013/aug/23/pam-stewart/florida-education-commissioner-gives-props-states-/,1,'true'
13984,mostly-false,Travis Rowley,"""The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.""",7/19/2011,speech,C. Eugene Emery Jr.,7/31/2011,https://www.politifact.com/factchecks/2011/jul/31/travis-rowley/young-republican-chairman-says-board-elections-hea/,1,Unverifiable
18552,pants-fire,Donald Trump,"""The Mexican government forces many bad people into our country.""",7/8/2015,news,Louis Jacobson,7/9/2015,https://www.politifact.com/factchecks/2015/jul/09/donald-trump/donald-trump-says-mexican-government-forces-many-b/,5,False
9063,mostly-true,Facebook posts,"U.S. imports 1% of its oil from Russia while ""Exxon, Chevron, BP and Shell profits are at their highest level in over 7 years.""",3/7/2022,social_media,Andy Nguyen,3/10/2022,https://www.politifact.com/factchecks/2022/mar/10/facebook-posts/yes-oil-companies-are-reporting-record-breaking-pr/,1,'true'
5987,half-true,Chris Wallace,"""Baltimore spends the third highest per capita on its public schools.""",5/3/2015,news,Jon Greenberg,5/5/2015,https://www.politifact.com/factchecks/2015/may/05/chris-wallace/foxs-wallace-baltimore-ranks-third-school-spending/,1,'true'
9164,true,Elizabeth Roberts,"""More than 30 cents of every state tax dollar goes to Medicaid.""",3/2/2015,other,C. Eugene Emery Jr.,4/19/2015,https://www.politifact.com/factchecks/2015/apr/19/elizabeth-roberts/ri-hhs-secretary-elizabeth-roberts-says-more-30-pe/,1,'false'
18826,false,Ron Ramsey,"""This year’s redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.""",1/27/2012,email,Richard Locker,2/10/2012,https://www.politifact.com/factchecks/2012/feb/10/ron-ramsey/senate-speaker-repeatedly-claims-2012-redistrictin/,1,Unverifiable
2371,true,Lou Greenwald,"""Under this tax cut, middle-class families don't save enough for a week's worth of groceries, while millionaires save enough to go on an exotic vacation.""",1/17/2012,news,Erin O'Neill,1/22/2012,https://www.politifact.com/factchecks/2012/jan/22/lou-greenwald/lou-greenwald-claims-governors-proposed-income-tax/,1,Unverifiable
5607,mostly-true,Kasim Reed,"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",11/17/2015,news,PolitiFact Staff,11/30/2015,https://www.politifact.com/factchecks/2015/nov/30/kasim-reed/Statement-on-smoking-rates-needs-slightly-more-con/,1,True
6295,true,Chris Christie,"""Gross income tax receipts are exceeding the Administration’s projections for this fiscal year prior to Sandy.""",1/8/2013,speech,Caryn Shinske,1/17/2013,https://www.politifact.com/factchecks/2013/jan/17/chris-christie/chris-christie-says-current-fiscal-year-income-tax/,1,Unverifiable
470,mostly-false,Christy Harrison,"""We have a host of issues associated with high B.M.I.s. But correlation doesn’t prove causation, and there’s a significant body of research showing that weight stigma and weight cycling can explain most if not all of the associations we see between higher weights and poor health outcomes.""",8/26/2019,news,Julie Appleby,9/17/2019,https://www.politifact.com/factchecks/2019/sep/17/christy-harrison/obesity-stigma-and-yo-yo-dieting-not-bmi-behind-ch/,1,True
12598,mostly-false,Ron Johnson,"""Kids coming from an affluent background"" are ""taking advantage of all these student loan programs and grants"" while many middle-class families with no connection to college are picking up the tab.",5/28/2014,statement,Devon Waugh,8/13/2014,https://www.politifact.com/factchecks/2014/aug/13/ron-johnson/ron-johnson-affluent-taking-advantage-student-loan/,1,false
3286,mostly-true,Tom Barrett,"To help balance the 2011-13 budget, Gov. Scott Walker used ""a credit card"" approach that ""pushed over $500 million in debt onto our children and our grandchildren"" costing state taxpayers ""more than $150 million in interest.""",5/25/2012,speech,James B. Nelson,5/31/2012,https://www.politifact.com/factchecks/2012/may/31/tom-barrett/barrett-says-walker-used-credit-card-approach-bala/,1,'true'
9960,mostly-true,Hillsborough Area Regional Transit,The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately $12 a month.,6/18/2010,other,Janet Zink,6/18/2010,https://www.politifact.com/factchecks/2010/jun/18/hillsborough-area-rapid-transit-hart/brochure-estimates-financial-impact-hillsborough-t/,1,Unverifiable
2987,pants-fire,Chain email,"Says President Barack Obama ""doubled the national debt, which had taken more than two centuries to accumulate, in one year.""",7/10/2012,email,Bill Wichert,7/25/2012,https://www.politifact.com/factchecks/2012/jul/25/chain-email/obama-doubled-national-debt-one-year-chain-e-mail-/,1,false
5260,pants-fire,Bloggers,A woman died mysteriously after reporting on Robert Mueller destroying text messages.,12/31/2018,social_media,Ciara O'Rourke,1/7/2019,https://www.politifact.com/factchecks/2019/jan/07/blog-posting/conspiracists-falsely-suggest-us-reporters-sudden-/,1,False
16859,false,Dan Lungren,"President Barack Obama suggested on national TV that the Democratic health care bill ""will have government decide"" that a healthy, 100-year-old woman in need of a pacemaker ""should take a pain pill"" instead.",7/28/2009,speech,Louis Jacobson,8/3/2009,https://www.politifact.com/factchecks/2009/aug/03/dan-lungren/lungren-says-obama-would-have-government-require-c/,1,false
9113,true,Jim Kenney,"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we’re trying to cure.""",3/27/2016,other,Cassie Owens,3/30/2016,https://www.politifact.com/factchecks/2016/mar/30/jim-kenney/big-soda-and-profits-mayor-kenney-convinced-it-ear/,1,True
10584,pants-fire,Viral image,"Quotes Rep.-elect Ilhan Omar as saying, ""I think all white men should be put in chains as slaves because they will never submit to Islam.""",11/9/2018,social_media,Miriam Valverde,11/15/2018,https://www.politifact.com/factchecks/2018/nov/15/viral-image/facebook-meme-falsely-attributes-quote-ilhan-omar/,1,True
15677,pants-fire,Michele Bachmann,"Of every ""three dollars in food stamps for the needy, seven dollars in salaries and pensions (go to) the bureaucrats who are supposed to be taking care of the poor.""",3/16/2013,speech,Louis Jacobson,3/19/2013,https://www.politifact.com/factchecks/2013/mar/19/michele-bachmann/michele-bachmann-says-70-percent-food-stamp-fundin/,1,False
11668,true,Virginia Center for Public Safety,"""Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.""",1/18/2016,speech,Sean Gorman,1/26/2016,https://www.politifact.com/factchecks/2016/jan/26/virginia-center-public-safety/gun-control-group-says-more-americans-have-died-fi/,1,True
8213,half-true,David Scott,"""We’ve got an average of 5,600 soldiers committing suicide. That’s about 20 a day.""",5/27/2014,other,April Hunt,6/6/2014,https://www.politifact.com/factchecks/2014/jun/06/david-scott/not-all-veteran-suicides-can-be-tied-va-care/,1,False
13499,half-true,Joaquin Castro,"""Most people in my home state of Texas disagree with the president building a wall across our border.""",2/25/2019,news,Madlin Mekelburg,2/26/2019,https://www.politifact.com/factchecks/2019/feb/26/joaquin-castro/polls-show-people-texas-are-divided-border-wall/,1,Unverifiable
9321,half-true,Ted Cruz,"Says Marco Rubio ""went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obama's illegal executive action.""",2/15/2016,news,Amy Sherman,2/17/2016,https://www.politifact.com/factchecks/2016/feb/17/ted-cruz/did-marco-rubio-say-spanish-univision-he-would-not/,1,True
11364,half-true,Michael Adams,"Georgia’s HOPE scholarship is ""still the richest scholarship program in America.""",4/15/2012,news,Willoughby Mariano,4/23/2012,https://www.politifact.com/factchecks/2012/apr/23/michael-adams/politifact-calling-hope-richest-program-goes-too-f/,1,False
9983,mostly-false,Ted Cruz,"""92 million Americans aren't working.""",2/8/2015,news,Louis Jacobson,2/10/2015,https://www.politifact.com/factchecks/2015/feb/10/ted-cruz/ted-cruz-says-92-million-americans-arent-working/,1,False
