Unnamed: 0,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity,Fact assessment
8176,half-true,Rush Limbaugh,"Republicans ""went out of the way to praise (Eric) Holder's nomination. ... Not a single Republican senator opposed Eric Holder's nomination.""",7/14/2014,radio,Louis Jacobson,7/16/2014,https://www.politifact.com/factchecks/2014/jul/16/rush-limbaugh/rush-limbaugh-revisits-gop-support-eric-holders-20/,,true
10752,pants-fire,Harry Reid,"Planned Parenthood is ""the only health care that a significant number of women get. About 30 percent of women, that's their health care.""",7/29/2015,speech,Louis Jacobson,7/31/2015,https://www.politifact.com/factchecks/2015/jul/31/harry-reid/harry-reid-says-30-women-rely-only-planned-parenth/,1,false
18989,half-true,Dan Boren,"""A vast majority of the production in the United States comes from small independent oil and gas companies.""",4/27/2011,news,Louis Jacobson,5/3/2011,https://www.politifact.com/factchecks/2011/may/03/dan-boren/rep-dan-boren-says-most-domestic-oil-produced-smal/,1,False
17530,mostly-true,Bill Richardson,"New Mexico moved ""up to"" sixth in the nation in job growth.",5/10/2007,advertisement,Bill Adair,6/19/2007,https://www.politifact.com/factchecks/2007/jun/19/bill-richardson/yes-but-note-the-fine-print/,1,Unverifiable
19839,false,Nick Fish,"Says ""we are going to sell this house and use the proceeds to stabilize rates.""",8/13/2013,statement,Dana Tims,10/15/2013,https://www.politifact.com/factchecks/2013/oct/15/nick-fish/could-selling-portland-water-house-help-stabilize-/,1,Unverifiable
18925,half-true,Tom Nelson,"Says Mike Gallagher’s plan ""would cut Social Security benefits for two-thirds of seniors.""",9/1/2016,advertisement,Tom Kertscher,9/23/2016,https://www.politifact.com/factchecks/2016/sep/23/tom-nelson/us-house-race-republican-accused-backing-cuts-two-/,1,'false'
17708,mostly-false,Donald Trump,"Says the Democratic presidential candidates ""support giving illegal immigrants free health care at our expense.""",7/31/2019,campaign,Miriam Valverde,8/1/2019,https://www.politifact.com/factchecks/2019/aug/01/donald-trump/fact-checking-trump-ad-democrats-health-care-immig/,1,False
8836,pants-fire,William Benson Huber,"The non-profit group Feeding America is lying when it claims ""that one in five kids is fighting starvation daily"" in the United States.",9/28/2014,news,Jon Greenberg,10/1/2014,https://www.politifact.com/factchecks/2014/oct/01/william-benson-huber/ny-post-op-ed-rebuts-starving-children-claim-was-n/,5,False
8530,half-true,Cory Booker,"Newark is ""now home to one-third of all commercial and multi-family development.""",9/10/2013,campaign,Caryn Shinske,9/15/2013,https://www.politifact.com/factchecks/2013/sep/15/cory-booker/cory-booker-claims-newark-represents-third-real-es/,1,False
6610,pants-fire,Facebook posts,"""How many of you still don't know that Michelle Obama was born Michael Lavaughn Robinson and is a man?""",8/18/2020,social_media,Madison Czopek,10/31/2020,https://www.politifact.com/factchecks/2020/oct/31/facebook-posts/no-michelle-obama-not-transgender-woman/,8,false
12196,true,Restore Our Future,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming.""",12/14/2011,advertisement,Molly Moorhead,12/21/2011,https://www.politifact.com/factchecks/2011/dec/21/restore-our-future/attack-ad-says-newt-gingrich-aligned-dems-global-w/,1,True
15530,false,Facebook posts,"Society is ""choosing blood clots and heart problems over cold and flu symptoms, or even no symptoms at all.""",12/9/2021,social_media,Tom Kertscher,12/10/2021,https://www.politifact.com/factchecks/2021/dec/10/facebook-posts/clots-heart-problems-covid-19-vaccines-rare-deaths/,1,False
12122,mostly-false,Michael Bloomberg,Video shows Democratic presidential candidates speechless for 20 seconds when discussing whether any of them started a business.,2/20/2020,social_media,Daniel Funke,2/20/2020,https://www.politifact.com/factchecks/2020/feb/20/michael-bloomberg/bloombergs-edited-video-las-vegas-democratic-debat/,1,'false'
11660,false,Viral image,"Says Nancy Pelosi ""wants to remove votes from soldiers overseas"" and said, ""They don’t even live here.""",8/14/2020,social_media,Ciara O'Rourke,8/21/2020,https://www.politifact.com/factchecks/2020/aug/21/viral-image/recent-headlines-about-pelosi-disenfranchising-sol/,1,False
8659,mostly-false,Tim Kaine,"""The tax burden on Virginia families was lower under Tim Kaine than under George Allen.""",9/24/2012,news,Nancy Madsen,10/15/2012,https://www.politifact.com/factchecks/2012/oct/15/tim-kaine/tim-kaine-says-says-tax-burden-families-was-lower-/,1,Requires fact-checking
10395,false,Viral image,"Nigerians are ""burning Chinese stores.""",4/19/2020,social_media,Ciara O'Rourke,4/22/2020,https://www.politifact.com/factchecks/2020/apr/22/viral-image/video-shows-popular-market-nigeria-caught-fire/,,
16626,half-true,Jim Steineke,"The streetcar project planned by Mayor Tom Barrett would be a ""1900s style trolley.""",11/19/2014,social_media,James B. Nelson,1/16/2015,https://www.politifact.com/factchecks/2015/jan/16/jim-steineke/rep-jim-steineke-says-milwaukee-streetcar-would-be/,,
13802,false,Bob McDonnell,"The Obama administration is ""unwinding our nation’s welfare-to-work requirements.""",8/6/2012,news,Sean Gorman,8/13/2012,https://www.politifact.com/factchecks/2012/aug/13/bob-mcdonnell/bob-mcdonnell-says-obama-unwinding-welfare-work-re/,,
2682,pants-fire,Workers' Voice,Says Josh Mandel bet against Ohio families,8/8/2012,advertisement,Stephen Koff,8/14/2012,https://www.politifact.com/factchecks/2012/aug/14/workers-voice/workers-voice-ad-says-josh-mandel-bet-against-ohio/,,
13640,half-true,John Stone,"Says he’s ""the only licensed firearms dealer in America running for Congress.""",4/23/2014,campaign,Nancy Badertscher,5/14/2014,https://www.politifact.com/factchecks/2014/may/14/john-stone/stone-claims-unique-position-gun-dealer/,,
9085,pants-fire,Bloggers,"""Kim Jong Un dead: North Koreans calling Trump an assassin""",7/6/2017,blog,Miriam Valverde,7/20/2017,https://www.politifact.com/factchecks/2017/jul/20/blog-posting/its-fake-news-american-killed-north-koreas-leader-/,,
17961,pants-fire,Bloggers,"Says a Michigan funeral home employee was ""cremated by mistake while taking a nap.""",2/25/2020,blog,Ciara O'Rourke,2/26/2020,https://www.politifact.com/factchecks/2020/feb/26/blog-posting/story-about-accidentally-cremated-funeral-home-wor/,,
5116,pants-fire,Facebook posts,"Says ""Kamala Harris is not able to be VP. Because she's a felon. She lied on her application to buy a gun here in CA.""",9/1/2020,social_media,Madison Czopek,9/8/2020,https://www.politifact.com/factchecks/2020/sep/08/facebook-posts/no-sen-kamala-harris-hasnt-been-convicted-felony/,,
19180,mostly-true,Democratic Party of Wisconsin,"Says Ron Johnson voted to turn Medicare ""into a voucher program.""",5/4/2016,radio,Tom Kertscher,6/10/2016,https://www.politifact.com/factchecks/2016/jun/10/state-democratic-party-wisconsin/sen-ron-johnson-voted-paul-ryan-plans-make-medicar/,,
2739,true,Paul Sarlo,"""The state's unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.""",6/25/2012,speech,Bill Wichert,6/27/2012,https://www.politifact.com/factchecks/2012/jun/27/paul-sarlo/new-jerseys-unemployment-rate-5th-highest-nation-s/,,
13185,mostly-true,Keith Ellison,"""Americans work way more than an average of industrialized countries around the world.""",2/9/2014,television,Julie Kliegman,2/9/2014,https://www.politifact.com/factchecks/2014/feb/09/keith-ellison/keith-ellison-says-americans-work-way-more-others/,,
1090,true,Allen Peake,"Unlike marijuana, medical cannabis oil cannot get you high.",12/3/2014,news,April Hunt,12/9/2014,https://www.politifact.com/factchecks/2014/dec/09/allen-peake/weeding-out-different-effects-cannabis-oil-and-mar/,,
8561,mostly-true,Don Gaetz,"""We were able to provide $428 million worth of property tax relief.""",3/11/2016,speech,Joshua Gillin,3/17/2016,https://www.politifact.com/factchecks/2016/mar/17/don-gaetz/legislature-provided-428-million-worth-property-ta/,,
14838,half-true,Mike Huckabee,"""The average American is working through the month of May just to pay off the government.""",1/25/2008,speech,Robert Farley,1/25/2008,https://www.politifact.com/factchecks/2008/jan/25/mike-huckabee/it-all-depends-what-you-consider-average/,,
6874,false,Crossroads GPS,"""Millions could lose their health care coverage and be forced into a government pool"" under the new health care law.",5/16/2012,advertisement,Angie Drobnic Holan,5/21/2012,https://www.politifact.com/factchecks/2012/may/21/crossroads-gps/crossroads-says-obama-broke-his-promise-health-car/,,
10853,false,Facebook posts,"""Stalin once ripped all the feathers off a live chicken as a lesson to his followers.""",10/29/2021,blog,Luiz Romero,11/16/2021,https://www.politifact.com/factchecks/2021/nov/16/facebook-posts/false-anecdote-about-stalin-and-chicken-circulates/,,
8634,pants-fire,Viral image,"Says Alexandria Ocasio-Cortez ""was fired from ‘Hot Dog On A Stick’ in 2008 — for incompetence.""",3/8/2019,social_media,Ciara O'Rourke,3/12/2019,https://www.politifact.com/factchecks/2019/mar/12/viral-image/aoc-wasnt-fired-hot-dog-stick-meme-says/,,
15962,half-true,Rand Paul,"Says Hillary Clinton ""completely ignored"" ""dozens and dozens of requests for more security"" for the Benghazi consulate.",4/12/2015,television,Katie Sanders,4/12/2015,https://www.politifact.com/factchecks/2015/apr/12/rand-paul/rand-paul-attacks-hillary-clintons-response-bengha/,,
12507,pants-fire,Barbara Buono,"Says Chris Christie’s plan ""to kick-start our economy"" is to propose an ""income tax cut that disproportionately benefits the wealthy, and...he's still proposing it.""",1/13/2013,news,Bill Wichert,1/24/2013,https://www.politifact.com/factchecks/2013/jan/24/barbara-buono/barbara-buono-claims-chris-christie-still-proposin/,,
8221,true,Bill White,"""By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.""",4/13/2010,news,Meghan Ashford-Grooms,4/24/2010,https://www.politifact.com/factchecks/2010/apr/25/bill-white/white-says-perrys-rental-home-will-cost-taxpayers-/,,
19583,false,Dan Ramos,"Lorain ""is the poorest urban school district in the state of Ohio.""",6/13/2012,speech,Joe Guillen,7/2/2012,https://www.politifact.com/factchecks/2012/jul/02/dan-ramos/dan-ramos-says-lorain-poorest-school-district-ohio/,,
10485,false,Facebook posts,"""The NFL agreed to give the domestic terror group, BLM, 250 million dollars.""",7/21/2020,social_media,Ciara O'Rourke,7/30/2020,https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/nfl-didnt-agree-donate-250m-black-lives-matter/,,
9807,half-true,Kurt Bauer,"""We are not having replacement birth rates. We have had more people leaving the state than coming in over the last 30 years.""",6/27/2021,news,D.L. Davis,8/10/2021,https://www.politifact.com/factchecks/2021/aug/10/kurt-bauer/wisconsins-working-age-population-drops-while-popu/,,
14868,false,Viral image,Says a photo shows a dog who has slept by his master’s grave every night for seven years.,6/19/2019,social_media,Ciara O'Rourke,9/26/2019,https://www.politifact.com/factchecks/2019/sep/26/viral-image/dog-named-capitan-known-sleeping-his-owners-grave-/,,
10729,mostly-false,Facebook posts,"Says Ben Carson said ""illegal immigrants caught voting should be stripped of their citizenship.""",2/3/2019,social_media,Ciara O'Rourke,2/8/2019,https://www.politifact.com/factchecks/2019/feb/08/facebook-posts/ben-carson-illegal-immigrants-should-be-stripped/,,
18576,mostly-false,Donald Trump,"HR 1 ""automatically registers every welfare recipient to vote.""",2/28/2021,speech,Amy Sherman,3/2/2021,https://www.politifact.com/factchecks/2021/mar/02/donald-trump/trump-misleads-about-hr-1-and-voter-registration-w/,,
442,true,Rob Turner,"The property appraiser's budget ""is $1 million less today than when I took office 16 years ago.""",7/18/2012,email,Joshua Gillin,8/10/2012,https://www.politifact.com/factchecks/2012/aug/10/rob-turner/rob-turner-says-property-appraisers-budget-1-milli/,,
6595,mostly-true,Debbie Wasserman Schultz,"""Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.""",7/8/2012,news,Sabrina Eaton,7/18/2012,https://www.politifact.com/factchecks/2012/jul/18/debbie-wasserman-schultz/debbie-wasserman-schultz-says-80-ohio-counties-hav/,,
18577,half-true,Joy Behar,"""In 2004, George W. Bush lifted the ban on those (AR-15 type) rifles, and since then, the number of massacres has increased 183%. During the ban, there were 12 incidents. Since he lifted the ban, there were 34 incidents.""",3/23/2021,television,Bill McCarthy,3/25/2021,https://www.politifact.com/factchecks/2021/mar/25/joy-behar/fact-checking-joy-behar-mass-shootings-and-assault/,,
3244,half-true,John Carlevale,"""Over 60 percent of the provisional ballots cast in [the 2012] election were disqualified because those folks were not duly registered as voters.""",8/10/2014,news,C. Eugene Emery Jr.,8/26/2014,https://www.politifact.com/factchecks/2014/aug/26/john-carlevale/john-carlevale-60-provisional-ballots-2012-ri-elec/,,
12068,false,Facebook posts,"Says a photo shows accused shooter Kyle Rittenhouse’s mother, armed with a long gun, in Kenosha, Wisconsin, on the night two protesters were killed and one injured.",8/28/2020,social_media,Madeline Heim,8/31/2020,https://www.politifact.com/factchecks/2020/aug/31/facebook-posts/no-photo-does-not-show-kyle-rittenhouses-mother-ni/,,
18668,false,David Dewhurst,"At ""least a quarter of those apprehended"" at the border ""have criminal records.""",7/21/2014,news,W. Gardner Selby,8/29/2014,https://www.politifact.com/factchecks/2014/aug/29/david-dewhurst/unsupported-claim-1-4-apprehended-border-crossers-/,,
8553,half-true,Barack Obama,Says Texas wildfires are linked to climate change.,9/26/2011,other,Louis Jacobson,9/28/2011,https://www.politifact.com/factchecks/2011/sep/28/barack-obama/barack-obama-slams-rick-perry-climate-change-citin/,,
20009,mostly-true,Lawrence Summers,"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this.""",4/4/2010,news,Angie Drobnic Holan,4/7/2010,https://www.politifact.com/factchecks/2010/apr/07/lawrence-summers/financial-reform-draws-many-lobbyists/,,
20870,true,Kate Brown,"Says for every dollar the state spent on audits last year, it delivered $64 in cost savings.",10/15/2011,speech,Ian K. Kullgren,10/29/2011,https://www.politifact.com/factchecks/2011/oct/29/kate-brown/kate-brown-says-state-getting-huge-return-audit-sp/,,
7042,mostly-false,Jay Goyal,Says there are more federal dollars in Gov. John Kasich's budget plan than in the previous state budget.,5/5/2011,speech,Aaron Marshall,5/18/2011,https://www.politifact.com/factchecks/2011/may/18/jay-goyal/state-rep-jay-goyal-says-new-kasich-budget-plan-us/,,
2548,false,Claire McCaskill,"""You wonder why you don't see Rand Paul as much; he's still shopping for his billionaire. He's like the only one who hasn't found a billionaire to fund his super PAC.""",8/21/2015,speech,Katherine Knott,10/20/2015,https://www.politifact.com/factchecks/2015/oct/20/claire-mccaskill/campaign-finances-more-complicated-claire-mccaskil/,,
2114,mostly-true,Alex Sink,"""Florida Statutes require (Attorney General Bill) McCollum to consult with members of Florida's Congressional delegation"" before filing a lawsuit against the health care reform law.",3/25/2010,news,Louis Jacobson,4/12/2010,https://www.politifact.com/factchecks/2010/apr/12/alex-sink/sink-mccollum-delegation-health-care-lawsuit/,,
18406,false,Facebook posts,Says the white man who wanted Rosa Parks’ seat on the bus was suffering from ADHD and anxiety.,7/19/2021,social_media,Gabrielle Settles,8/2/2021,https://www.politifact.com/factchecks/2021/aug/02/facebook-posts/social-media-post-about-passenger-rosa-parks-bus-s/,,
16234,pants-fire,Bloggers,"U.S. Sen. John McCain ""was singlehandedly responsible for starting a fire on (the) USS Forrestal aircraft carrier.""",8/6/2017,blog,Joshua Gillin,8/7/2017,https://www.politifact.com/factchecks/2017/aug/07/blog-posting/posts-blame-john-mccain-deadly-1967-fire-aboard-us/,,
7003,false,Paul Krugman,"A recent report from the president's deficit commission was ""completely empty"" on controlling health care costs.",11/14/2010,other,Angie Drobnic Holan,11/16/2010,https://www.politifact.com/factchecks/2010/nov/16/paul-krugman/paul-krugman-said-obamas-deficit-co-chairs-had-no-/,,
18361,pants-fire,Bloggers,"Says President Donald Trump’s ""executive order leads to capture of ISIS leader, Rasheed Muhammad.""",1/31/2017,blog,Joshua Gillin,2/7/2017,https://www.politifact.com/factchecks/2017/feb/07/blog-posting/trumps-executive-order-did-not-lead-isis-leaders-a/,,
15726,mostly-true,Barack Obama,"The Republican budget plan ""says that 10 years from now, if you’re a 65-year-old who’s eligible for Medicare, you should have to pay nearly $6,400 more than you would today.""",4/13/2011,speech,Robert Farley,4/18/2011,https://www.politifact.com/factchecks/2011/apr/18/barack-obama/president-obama-says-republican-medicare-plan-woul/,,
4835,mostly-false,John Podesta,"Says Hillary Clinton's ""been very clear where she stands on trade.""",6/14/2015,news,Lauren Carroll,6/14/2015,https://www.politifact.com/factchecks/2015/jun/14/john-podesta/hillary-clinton-has-been-very-clear-trade-campaign/,,
3908,mostly-false,Dan Sullivan,"Says Alaska Sen. Mark Begich supported President Barack Obama’s economic policies ""97 percent of the time.""",2/20/2014,campaign,Julie Kliegman,2/21/2014,https://www.politifact.com/factchecks/2014/feb/21/dan-sullivan/begich-supports-97-percent-obamas-economic-policy-/,,
18080,true,Sarah Palin,"Texas prosecutor Rosemary Lehmberg purchased ""72 bottles of vodka in just one store alone, in just over a year.""",8/17/2014,speech,W. Gardner Selby,8/21/2014,https://www.politifact.com/factchecks/2014/aug/21/sarah-palin/palin-recaps-rosemary-lehmbergs-purchase-70-plus-b/,,
18114,mostly-true,Tim Pawlenty,"""Ultimately, after an exhaustive investigation,"" the National Transportation Safety Board concluded that a Minneapolis bridge collapsed in 2007 ""because of an original design flaw dating back to the 1960s.""",1/11/2011,news,Louis Jacobson,3/30/2011,https://www.politifact.com/factchecks/2011/mar/30/tim-pawlenty/tim-pawlenty-writes-ntsb-ruled-minneapolis-bridge-/,,
11553,true,Morgan Griffith,"""From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.""",3/25/2014,testimony,Nancy Madsen,4/14/2014,https://www.politifact.com/factchecks/2014/apr/14/morgan-griffith/rep-morgan-griffith-says-epa-job-growth-outstips-u/,,
20829,true,Nicholas Kristof,"""The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.""",12/4/2014,television,Jon Greenberg,12/11/2014,https://www.politifact.com/factchecks/2014/dec/11/nicholas-kristof/kristof-us-imprisons-blacks-rates-higher-south-afr/,,
13534,mostly-false,House Majority PAC,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.",9/26/2012,campaign,Maryalice Gill,10/31/2012,https://www.politifact.com/factchecks/2012/oct/31/house-majority-pac/does-supporting-ryan-budget-plan-mean-you-want-sen/,,
11251,false,Matt Schlapp,"The Trump administration’s policy of separating families is ""the same way Barack Obama did it.""",6/15/2018,news,John Kruzel,6/19/2018,https://www.politifact.com/factchecks/2018/jun/19/matt-schlapp/no-donald-trumps-separation-immigrant-families-was/,,
3003,pants-fire,Universal News Portal,"Says Jennifer Aniston said, ""Me and all the Trump supporter celebrities decide to make a company named ‘celebrities for Trump’""",3/10/2018,news,Amy Sherman,3/12/2018,https://www.politifact.com/factchecks/2018/mar/12/universal-news-portal/headline-jennifer-aniston-formed-celebrities-trump/,,
19172,mostly-false,Tina Freitas,"State Sen. Emmett Hanger ""has voted for the three largest tax increases - proposed tax increases - in Virginia history.""",4/8/2019,radio,Warren Fiske,4/30/2019,https://www.politifact.com/factchecks/2019/apr/30/tina-freitas/contrary-tina-freitas-emmett-hanger-didnt-vote-thr/,,
11328,mostly-false,National Republican Congressional Committee,"Democratic Reps. Cicilline, Boswell, Carnahan and Critz ""demanded that Congress vote to increase the nation’s debt limit without making any spending cuts.""",6/3/2011,other,Robert Farley,6/3/2011,https://www.politifact.com/factchecks/2011/jun/03/national-republican-congressional-committee/nrcc-robocall-debt-ceiling-spending-cuts/,,
16339,false,Ron Johnson,"""All these athletes are dropping dead on the field"" after receiving the COVID-19 vaccination.",1/26/2022,radio,Laura Schulte,1/28/2022,https://www.politifact.com/factchecks/2022/jan/28/ron-johnson/johnson-wrong-claim-covid-vaccines-are-killing-ath/,,
11451,half-true,One New Jersey,"Says New Jersey is ""down nearly 200,000 jobs from its pre-recession peak"" and with Gov. Chris Christie ""New Jersey has trailed the rest of America when it comes to unemployment"" for 12 consecutive months.",1/26/2012,news,Erin O'Neill,2/7/2012,https://www.politifact.com/factchecks/2012/feb/07/one-new-jersey/one-new-jersey-chris-christie-view-states-jobs-sit/,,
1989,mostly-false,Cory Mason,"""Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation""",1/13/2011,news,Tom Kertscher,1/26/2011,https://www.politifact.com/factchecks/2011/jan/26/cory-mason/wisconsin-state-rep-cory-mason-says-republican-bil/,,
