Unnamed: 0,created_at_fuzzy,state_likely_tweeted_from,text,source,display_text_width,lang,favorite_count,retweet_count,is_quote,followers_count,friends_count,listed_count,statuses_count,favourites_count,Biden initially,Trump initially,Toxicity,Fact assessment
10,2020-10-08T07:48:34Z,Oregon,"We're not electing a dictator. The president is not infallible and should not be followed out of blind loyalty. We should absolutely be willing and able to call them out on bullshit.

And presidential candidate and Harris both have a history of some bullshit.",Twitter for Android,242,en,1,0,False,678,1179,34,146317,266836,1,0,5,'no verdict'
11,2020-12-25T11:32:41Z,Pennsylvania,"@PreetBharara I've always stood by *pled*, until the presidential candidate Twitter Gang always uses *pleaded*. Now pleaded is in my brain.",Twitter for Android,108,en,0,0,False,164,242,7,22893,18428,0,1,2,'true'
12,2020-11-26T07:20:31Z,Indiana,"@DenaePFA @WajahatAli Got this Bible verse from Billy Graham speaking in England:

""The wicked are estranged from the womb: they go astray as soon as they be born, speaking lies."" Psalm 58:3 KJV

Tell me it's not worth it just for that verse about presidential candidate!",Twitter Web App,232,en,1,0,False,5781,6037,3,23623,21302,0,1,8,'no verdict'
13,2020-10-17T14:04:04Z,Pennsylvania,"@AndrewBatesNC Except he said he would cancel presidential candidate's tax cut which would increase taxes on the Middle class.   Net tax increase,  vote presidential candidate",Twitter for Android,126,en,0,0,False,118,352,3,3802,4830,0,1,3,'no verdict'
14,2021-03-25T06:10:17Z,Texas,@laurenboebert The president of Mexico blames presidential candidate,Twitter for Android,36,en,0,0,False,7,58,0,158,124,1,0,4,'no verdict'
15,2020-11-15T13:47:51Z,Maine,"@CassandraAhearn PS
@Twitter  @Jack  @TwitterSupport 
#DeactivateTrump 
#SuspendTrump 
presidential candidate uses Twitter to incite violence with lies. 
Stop the disinformation hurting America! 🇺🇸 
#TrumpLostTheElection 
#TrumpIsFired 

#BidenIsPresidentElect ✅
#BidenHarrisWon ✅
#AmericaWon 🇺🇸 ✅",Twitter Web App,263,en,1,0,False,11320,12314,8,26730,36105,0,1,10,'no verdict'
16,2021-02-16T01:52:59Z,Utah,Hot take; Romney isn’t against presidential candidate because he’s “apart of the establishment” or whatever. I think he’s just genuinely against him. https://t.co/6S5QgEM3dE,Twitter for iPhone,132,en,16,1,True,298,501,2,3002,5086,0,1,3,'no verdict'
17,2020-09-30T23:10:23Z,Hawaii,"presidential candidate actually stood in front of the cameras this morning and said that every poll he had seen said he won last night's debate. 

That's taking pathological lying to the next level.",Twitter Web App,181,en,12,3,False,2689,2491,22,39381,88744,0,1,7,false
18,2021-03-04T07:03:15Z,Iowa,feel free to join in if you ever see me bullying biden on the tl,Twitter for iPhone,64,en,2,0,False,819,450,5,26708,73717,0,0,7,'true'
19,2020-09-30T05:47:00Z,Nevada,"@PatriotBee78 presidential candidate was low on substance. Also presidential candidate said he did NOT call our troops ""Stupid bastards""....here is proof he DID and last night LIED about it! https://t.co/mbXpdfC1u9",Twitter Web App,166,en,5,4,False,38505,38626,225,81777,2779,1,0,8,true
20,2020-08-02T23:00:42Z,South Dakota,@momo2Iguess https://t.co/Qm3hfXrSug,Twitter Web App,23,und,1,0,False,4609,453,329,239033,76062,0,0,1,'no verdict'
21,2020-11-22T16:42:31Z,Oklahoma,"Here are the biggest lies presidential candidate has told about the coronavirus, from @realcpaz: https://t.co/Tgy5rPQcv5",Twitter Web App,120,en,0,0,False,34,404,0,5387,5591,0,1,1,no verdict
22,2020-12-10T20:17:30Z,Alabama,@LouDobbs The FAKE NEWS left out the part of MONEY LAUNDERING AND THE BIG GUY no other then CORRUPT presidential candidate!  THE presidential candidate CRIME FAMILY NEEDS TO BE PROSECUTED AND I BELIEVE THIS IS THE PRELUDE TO THAT HAPPENING SOON!!!!!,Twitter for iPhone,209,en,0,0,False,64,57,0,7993,4419,1,0,9,'no verdict'
23,2021-04-07T13:09:47Z,Arkansas,Court tosses presidential candidate rule limiting emissions regulations https://t.co/H6atV3ccpZ,Twitter for Android,78,en,0,0,False,548,268,6,23102,57739,0,1,1,true
24,2020-10-14T08:33:32Z,Michigan,@kirkacevedo @DrDourbine @ProjectLincoln I loved the speech however attacking a whole race is wrong. I am disabled you do not know how much I suffer.  am NOT a presidential candidate backer.,Twitter Web App,132,en,0,0,False,57,7,0,9038,7204,0,1,3,'no verdict'
25,2021-03-18T09:29:38Z,Mississippi,Mississippi is among 21 other states suing the presidential candidate Administration over the Keystone XL Pipeline  https://t.co/yx9ePj418U,SocialNewsDesk,122,en,4,1,False,49973,795,455,113725,2477,1,0,,'true'
26,2020-08-18T18:01:48Z,Minnesota,"presidential candidate administration finalizes plan for Arctic refuge drilling
https://t.co/DfAEVYJhzA",Twitter Web App,86,en,0,0,False,79,173,1,1017,271,0,1,,true
27,2021-03-13T03:07:01Z,South Carolina,@mog7546 I support no taxes on TRULY FAMILY FARMS but government subsidies should be exacted at the time of transfer. Otherwise 75-80% inheritance tax to punks like trump kids and kushners seems okay. They shouldn’t be allowed to live in America without contributing.  Full stop.,Twitter for iPad,270,en,0,0,False,1650,1713,2,6059,5319,0,0,8,no verdict
28,2021-04-03T17:11:51Z,Kentucky,"@johntdowney @TonyD2705 @charliekirk11 I’m not gullible at all, I just can read. You sound like CNN. Say ridiculous things with no facts, then when you’re presented with facts, you just ignore them.

I read all of it. Nothing happened in the court system.

How about Hunter presidential candidate though? 🤑🤑🤑",Twitter for iPhone,252,en,0,0,False,98,173,1,2260,241,1,0,8,'false'
29,2020-09-20T21:55:20Z,South Carolina,"Here Is a real reason to award the Nobel Peace Prize ! presidential candidate coordinated the United Arad Emirates &amp; Bahrrain to recognize Israel as a Soverign Nation ! No  Middle
Eastern Nation has recognized Israel other than as an Enemy from when Isreal was recognized by the U.S. !",Twitter for Android,282,en,0,0,False,2520,2533,42,36822,93,0,1,2,'false'
30,2020-10-17T09:35:17Z,Oklahoma,it makes me wonder how representative this person is of the Democratic Party? Maybe this needs to be a Town Hall question for presidential candidate.,Twitter for iPhone,132,en,2,0,False,1998,766,45,6683,5023,1,0,2,No verdict
31,2021-02-13T21:38:59Z,Florida,@marcorubio Remember it's presidential candidate before country.,Twitter Web App,47,en,0,0,False,585,567,6,602,6620,0,1,3,'true'
32,2020-12-12T10:25:56Z,South Dakota,"https://t.co/fzrCClmnt9
Big presidential candidate supporter
I won’t buy there ever",Twitter for iPhone,66,en,14,0,False,1654,2027,35,61008,88612,0,1,4,No verdict
33,2021-03-23T23:02:21Z,Illinois,More 'damaging revelations' about presidential candidate administration to drop thanks to long-delayed IG reports https://t.co/butQKqADXT,Twitter Web App,120,en,1,0,False,2278,5000,4,29097,23882,0,1,1,'no verdict'
34,2020-12-29T19:13:43Z,Virginia,"@summer7570 @Spike9151 @senatemajldr @seanhannity @IngrahamAngle @GOPChairwoman @KellyannePolls Photo sums up presidential candidate. “presidential candidate Turns Back on America, Downplays Covid, Plays Golf Instead, 338,000 Dead As Lives Stolen, presidential candidate Decries Stolen Election”",Twitter for iPad,148,en,1,0,False,210,148,2,7680,7840,0,1,7,No verdict
35,2020-12-02T03:12:59Z,Virginia,Like a presidential candidate campaign rally. Far apart and nobody really wanting to be there https://t.co/90aYEox5Jj,Twitter for iPhone,76,en,1,0,True,1896,2568,22,25999,14045,1,0,3,'true'
36,2020-08-28T01:15:59Z,Maryland,@Lrihendry So the Democrats could institute mail-in voting.  No rational human would cast a vote for the presidential candidate/Harris ticket.,Twitter Web App,114,en,0,0,False,48,249,0,2132,1738,1,0,7,'no verdict'
37,2021-03-12T14:24:00Z,Indiana,"Why does presidential candidate get away with everything, is Never questioned and the guy has Alzheimer’s??
WTF 😳",Twitter for iPhone,96,en,0,0,False,1433,4443,3,21078,14496,1,0,9,no verdict
38,2021-02-19T23:32:32Z,California,Censored Hunter presidential candidate Laptop Story Comes Back Around to Bite Twitter https://t.co/v01v4EeRdF,Twitter Web App,92,en,0,0,False,8534,9070,93,170931,60870,1,0,1,'no verdict'
39,2021-04-24T05:10:43Z,Washington,See what has happened to presidential candidate's DC hotel after his loss https://t.co/CblguAMJxW via @YouTube,Twitter Web App,93,en,0,0,False,1626,2993,25,37780,18984,0,1,3,'no verdict'
40,2020-11-22T21:43:03Z,Pennsylvania,"@SpeakerPelosi FYI  presidential candidate sending out invitations to his inauguration in the Rose Garden.  
Beyond help",Twitter Web App,103,en,0,0,False,1575,1991,10,103895,47016,0,1,7,'no verdict'
41,2021-05-02T05:30:56Z,Virginia,"presidential candidate had a slightly higher margin in NH than in MN so are we still gonna pretend that NH is a swing state? — True, though NH is just more elastic when it comes to non-presidential politics https://t.co/RWAVadUz0b",Twitter Web App,213,en,52,1,False,41134,3829,1585,101572,123559,1,0,2,'true'
42,2021-02-06T03:56:17Z,Montana,"@postXamerica Maybe they need to be pressuring their boss joe presidential candidate to give out 2,000 dollars to everyone",Twitter for iPhone,91,en,1,0,False,373,1088,5,95720,56628,1,0,7,'no verdict'
43,2021-02-13T16:21:24Z,Ohio,Is Mitch McConnell seriously supporting a criminal prosecution of presidential candidate? #LockHimUp,Twitter for iPhone,90,en,5,1,False,2597,1718,60,84932,12512,0,1,7,'no verdict'
44,2020-10-19T11:14:56Z,Minnesota,"Great news! We must not only preserve SNAP benefits, but also expand them to ensure they are meeting the needs of families that are struggling due to the COVID-19 pandemic. #BoostSNAPnow https://t.co/ckxLCby4bM",Twitter Web App,210,en,4,2,False,6392,3486,299,7615,5248,0,0,1,'true'
45,2020-11-28T02:21:48Z,Oklahoma,Brace Yourself: presidential candidate’s Started to Announce Senior White House Appointments https://t.co/SbOKG980zN via @My Loyal Patriots,Twitter for iPhone,122,en,1,0,False,353,899,0,3738,4415,1,0,1,'false'
46,2020-07-30T12:16:50Z,New Hampshire,Like Oswald paying tribute to JFK  https://t.co/fMvu74xOs6,Twitter Web App,58,en,0,0,False,188,1164,9,27095,78,0,0,1,no verdict
47,2020-09-12T22:09:34Z,Minnesota,"@ida_skibenes I'm more worried that the fix is in. He and Barr don't act like people who will be held accountable in 52 days. They're very blatant in their crimes - as if they won't matter. (But yes, if I'm wrong and presidential candidate loses, I'm terrified of what my fellow Americans will do.)",Twitter Web App,267,en,4,0,False,140,691,3,18205,24851,0,1,7,'no verdict'
48,2021-01-22T08:45:51Z,Texas,@marcorubio you mean like you Republicans did in 2016 with your radical far right agenda? you imposed it on the majority of voters that didn't vote for presidential candidate then and you still don't care about the majority of voters that voted for presidential candidate now.,Twitter Web App,230,en,0,0,False,43,116,1,4138,751,1,1,8,No verdict
49,2021-04-03T18:27:16Z,Texas,https://t.co/Z7EemgB9rd,Twitter for Android,23,und,8,1,False,5911,6010,13,37032,100933,0,0,5,'no verdict'
50,2020-08-09T10:51:48Z,Wisconsin,"@DonDisinfectant @VLongobardo @SLED__ @medharp @SenateGOP Munchkins remarks revealed GOP attitudes about the ‘workers’ as trump pompously refers to us common folk. Why mam, If we come through with money and those low income workers are gittin the grits same as everyone else, they won’t get their lazy butts to work.
Fcked up. VOTE BLUE",Twitter for iPhone,278,en,1,0,False,838,1128,4,19389,16990,0,0,9,no verdict
51,2021-02-13T23:42:42Z,Utah,"@FromPeabody @PublicEnemyNo_1 If they cared, presidential candidate would still be president, so it's not the worst trade off.",Twitter for Android,79,en,2,0,False,157,147,1,8097,8809,0,1,2,'no verdict'
52,2021-03-01T15:55:27Z,Arizona,"@AZHouseDems @billgatesaz @Steve_Gallardo @jacksellers @AzCapitolTimes @azcentral @phoenixnewtimes @AZSenateDems @ArizonaMirror @azfamily @abc15 If people who claim fraud get their hands on these ballots it opens up a world of possibilities.

Including: fudging numbers to ensure presidential candidate win, fudging numbers to ensure Kelly loss, defacement of real ballots, and any and all ways to make sure your blue ballot does not count!",Twitter for iPhone,278,en,8,2,False,589,873,1,9445,8171,0,1,9,'false'
53,2020-11-21T22:32:30Z,New York,"@reedgalen Worry more of the quiet work the GOP is up too!
4 years they have waved presidential candidate in our face. Russia forced him to sign a Republican contract. Look at what's happening behind the built wall?",Twitter for Android,187,en,1,1,False,47,245,0,5791,763,0,1,7,'False'
54,2020-12-16T02:22:43Z,Minnesota,"Thread by @pepesgrandma: Thread: Institute For Statecraft, Integrity Initiative, the beginnings of the US Cluster. 6 days after presidential candidate announced his candidacy, the domain was registered. Although the propaganda had ...… https://t.co/F3lvxtysne",Twitter Web App,242,en,0,0,False,10327,10448,321,862767,99670,0,1,2,no verdict
55,2020-10-30T08:51:57Z,Texas,@BuckeFPS definitely trump. leaders of countries and the only person that could come close is ronaldo,Twitter for iPhone,91,en,7,0,False,79,447,0,1100,12990,0,0,7,'false'
56,2021-01-25T01:17:29Z,West Virginia,@kylenabecker The deep state and the United States Corporation wanted him elected. The US Corporation is bankrupt and needs foreign funds to survive. The foreign nations obviously makes money off of the money they lend us. presidential candidate set us up not to reley on foreign nations.,Twitter for iPhone,267,en,8,0,False,308,912,2,2379,4414,0,1,8,'false'
57,2020-11-01T01:18:42Z,California,"@Danielwastes Nah, presidential candidate will provide good content",Twitter for iPhone,36,en,1,0,False,39,788,0,786,10904,1,0,2,False
58,2021-01-07T05:28:28Z,Arkansas,Right now a presidential candidate supporter is selling Nancy Pelosi’s name plate on OfferUp for more Cricket minutes.,Twitter for iPhone,101,en,3,0,False,562,1082,5,851,482,0,1,3,no verdict
59,2020-12-14T15:49:31Z,Florida,Have you wondered why not even a single liberal wants an honest &amp; transparent forensic investigation of Dominion machines? Look no further! The ONE COUNTY in Michigan  whose audit discovered a 68.05% error rate favoring presidential candidate! https://t.co/aXDutKk66y,Twitter for iPhone,254,en,1,0,False,1400,158,0,9968,11779,1,0,2,'false'
60,2020-09-10T23:41:52Z,Iowa,"Agreed. presidential candidate needs to be removed from office immediately. Immediately. Cops choke unarmed people to death without benefit of arrest or trial – but we can’t evict a president responsible for 200,000 American deaths? 

Those with the power to do the most harm… are allowed to. https://t.co/uw1iqwdr6S",Twitter Web App,275,en,2,0,True,2236,3811,31,57100,122466,0,1,7,'true'
61,2021-04-06T23:45:09Z,Tennessee,@CDemerjian That was to expected after presidential candidate committed $37 billion to boost chip manufacturing amid shortfall. More incentives will follow. https://t.co/YnoBa8peUw,Twitter Web App,163,en,0,0,False,102,406,1,6741,3141,1,0,1,True
62,2020-09-27T14:08:40Z,North Dakota,"@freddieffa @NanaLuvsShoes @Sanddragger I really am curious. Where do you get the incredibly wrong idea that presidential candidate is a ""rapist?"" He has never been accused of sexual assault. Is this from Rush Limbaugh? Tucker Carlson? Hannity? Or the guy that's lied over 20K times? Such a lie and you spread it like PB&amp;J. Sick",Twitter Web App,279,en,0,0,False,536,2163,19,17479,15053,1,0,8,'true'
63,2021-03-24T01:40:00Z,Wyoming,"@laurenboebert presidential candidate tried not to give the checks to prisoners, but someone sued and the court ruled it was unconstitutional to withhold them. So there’s no actual option. presidential candidate gave them $1800. presidential candidate, $1400. Yell at someone else.",Twitter for iPhone,215,en,0,0,False,3828,4737,129,283797,10999,1,1,10,false
64,2021-02-10T01:50:14Z,Missouri,Rep. Jeffries: The January 6 attack occurred because presidential candidate told a 'big lie' https://t.co/aIdFy4Kg4m,Twitter Web App,99,en,0,0,False,2921,4054,14,421352,230731,0,1,2,'true'
65,2020-11-14T02:35:01Z,Texas,@KMacTruthTRUTH1 @jonlionfineart2 @kylegriffin1 Imagine thinking presidential candidate is a commie.,Twitter for Android,35,en,0,0,False,80,257,1,1025,2426,1,0,3,'no verdict'
66,2020-10-30T09:58:38Z,New Hampshire,@realDonaldTrump Vote presidential candidate,Twitter for iPhone,10,fr,0,0,False,77,221,1,2451,5206,1,0,2,no verdict
67,2021-02-10T02:58:00Z,Wisconsin,"@xvimic @MattWalshBlog Unless you want AOC as President in the near future, I'd recommend leaving the hardliners where they belong, at the state level.  The middle is there for the taking nationally, but you can't be an abusive moron (presidential candidate) or a candidate trying to run the country from the alter.",Twitter for Android,275,en,0,0,False,41,248,1,2942,2285,0,1,8,no verdict
68,2021-03-10T11:01:29Z,Alabama,"@bh_1875 @TomMcMahanDade @POTUS Also presidential candidate: ""I don't take responsibility""",Twitter Web App,41,en,0,0,False,0,2,0,260,54,0,1,3,'true'
69,2021-04-13T09:10:31Z,New Mexico,"presidential candidate's high-profile Oval Office meeting with a bipartisan group of lawmakers on Monday was just one piece of a fulsome attempt to win over GOP lawmakers.
https://t.co/fqYuqSxHGP",TweetDeck,178,en,1,0,False,15227,513,263,68581,726,1,0,1,'true'
70,2020-11-29T10:11:12Z,Texas,Bernie Sanders would have been elected president had presidential candidate not colluded with Russia to rig the Democratic primary; but oh well. https://t.co/UJq5dqpiCi,Twitter for iPhone,131,en,0,0,True,111,284,2,3133,744,1,0,3,'false'
71,2021-01-30T01:28:20Z,New Hampshire,@WGME Have to make those economy numbers look good for presidential candidate. That’s the extent of the caring for your well being that you’ll see from the democrats,Twitter for iPhone,142,en,0,0,False,35,101,0,558,346,1,0,7,'no verdict'
72,2021-04-27T19:51:28Z,Mississippi,presidential candidate to mandate $15 minimum wage for federal contract workers #SmartNews  https://t.co/BmMWDq0pQT,Twitter for iPhone,98,en,0,0,False,1363,1659,0,31222,108230,1,0,1,'true'
73,2020-08-20T17:51:25Z,Michigan,"@elle_desylva I trust presidential candidate about as far as I can throw him, but in contrast I have never trusted presidential candidate... so I guess the scales tip in presidential candidate's favour.",Twitter Web App,137,en,0,0,False,260,78,4,16741,23783,1,1,3,'no verdict'
74,2021-02-23T00:00:45Z,New Hampshire,"Supreme Court allows release of presidential candidate tax returns to NY prosecutor
https://t.co/kz76Vwly9t",Twitter for iPhone,90,en,0,0,False,6245,6345,1,15275,13296,0,1,1,true
75,2020-09-19T02:45:42Z,Washington,"I send to presidential candidate HARRIS a a check to democrat6party, I trust they will direct the 💰💰 to where it's best needed. https://t.co/FA1p0wDS9l",Twitter for Android,110,en,0,0,True,7056,7081,7,29324,19652,1,0,1,'false'
76,2021-03-12T18:34:00Z,Washington,"@JohnCornyn You really didn't listen to President presidential candidate, did you?
 President presidential candidate said ""There would be enough vaccine for everyone by May"". 
It's going to take time to get everyone vaccinated. 
July 4th was a suggested target date.",Twitter for Android,220,en,3,0,False,864,1565,1,9303,119893,1,0,1,'true'
77,2020-11-10T07:10:38Z,Florida,So #presidential candidate wins #Michigan and now #Georgia ! #presidential candidate your day is going to end soon 😂😂😂 Told ya this was not gonna end well for you lol,Twitter for iPhone,132,en,2,0,False,308,367,23,13820,7969,1,1,8,'false'
78,2020-09-05T00:33:24Z,Illinois,@MeghanMcCain Who funds The Federalist and do they support presidential candidate’s take on the military?,Twitter for iPhone,74,en,0,0,False,2,209,0,388,30,0,1,1,no verdict
79,2020-10-26T14:33:58Z,New Jersey,presidential candidate and presidential candidate are taking much different approaches to campaigning as the virus spreads; Pelosi thinks Dems will keep House; Senate candidate rushed to hospital. Get the latest. https://t.co/SYxtNiFR3N,SocialNewsDesk,202,en,0,0,False,143741,279,316,74806,143,1,1,1,no verdict
80,2021-03-16T03:29:30Z,Arkansas,Notice how there's no outcry now that presidential candidate is no longer in office. I guess it didn't fit the narrative anymore #BidensAmerica https://t.co/tKp2qa5zR9,Twitter for Android,126,en,0,0,True,126,104,1,1314,9257,0,1,2,'no verdict'
81,2021-03-07T14:40:26Z,North Carolina,"F O S Susan Rice is burning sage in her West Wing office- no1 has lied-displayed more hate against America than she ,once occupied by anti-immigrant hardliner Stephen Miller who helped presidential candidate achieve greatness,she used sage2 cleanse a space of posativity https://t.co/FNGnPUYiLt",Twitter Web App,277,en,0,0,False,443,391,2,37111,9724,0,1,8,False
82,2021-02-17T10:07:28Z,Hawaii,Enabler-in-Chief. He’s worse then a hack.  He stated presidential candidate was guilty and then voted to acquit the guilty insurrectionist trump. https://t.co/19GI72chSu,Twitter for iPhone,152,en,0,0,False,1393,2451,62,141076,34046,0,1,8,True
83,2021-04-09T15:04:50Z,Kansas,https://t.co/SAgokb9Cf1,Twitter for Android,23,und,0,0,False,1798,2632,159,335985,191354,0,0,3,'no verdict'
84,2020-08-18T02:48:09Z,Virginia,"Epic Montage | You Don't Have To Like presidential candidate, But After Seeing This! Well, It Speaks For Itself!?😉... #EpicMotage https://t.co/5w8YEeowZa...",Twitter for Android,139,en,0,0,False,451,447,2,23484,8781,0,1,2,'no verdict'
85,2021-03-19T15:09:09Z,Alabama,@nypost They will be hired back and promoted once Harris takes over the presidency from presidential candidate,Twitter for iPad,85,en,0,0,False,205,804,1,12760,2952,1,0,7,False
86,2020-11-29T22:23:16Z,Ohio,"https://t.co/B3QxaBFOME
Strike 39, strike 40, ....  ""presidential candidate said he was preparing a lawsuit to overturn the results."" (strike 41)",Twitter Web App,128,en,0,0,False,608,126,46,10590,102,0,1,1,'false'
87,2020-09-30T10:47:08Z,Ohio,"@HeidiOmahony @shawna2659 @BillKristol LOL
Dream on.
The truth is that the presidential candidate's have a secure marriage which does not depend upon pda's. (Remember the Gore marriage which broke up not long after a huge public embrace after the debate? It is all for show.)",Twitter Web App,219,en,0,0,False,377,244,2,68394,1959,0,1,5,'false'
88,2021-02-26T23:40:12Z,North Carolina,@BlackAlphaNetw1 @DregoDaGreat y’all so busy telling me how presidential candidate isn’t good for black people show me the president who was and then we can talk some shit. Hey none of them have been any damn good,Twitter for iPhone,169,en,1,0,False,667,1084,1,40618,9023,1,0,8,'no verdict'
89,2020-12-10T10:29:24Z,Georgia,One Texas senator doesn’t like the presidential candidate lawsuit — the other will argue it https://t.co/8pRVhY4MhP https://t.co/Ha4F49Bh3c,dlvr.it,98,en,6,4,False,220716,173075,2053,138918,21799,0,1,1,no verdict
90,2021-02-26T05:34:39Z,Washington,jokes gave us presidential candidate. https://t.co/jp6Kydf8qA,Twitter for Android,20,en,125,3,False,32213,1114,146,140635,255805,0,1,1,'true'
91,2020-09-24T03:47:58Z,Alabama,"What’s the difference between a trump rally and a klan rally...? ...anybody??? 

White hoodies",Twitter for iPhone,94,en,0,0,False,589,2072,4,9705,5907,0,0,8,'no verdict'
92,2021-03-06T04:13:53Z,Arizona,@Jake75837216 @TRUTHFLIX @bethdeel @SenSchumer Q-anon 💩  still waiting on the resurrection of presidential candidate and reverting back to their pedophile ways.,Twitter for Android,96,en,0,0,False,37,232,0,612,3549,0,1,9,'no verdict'
93,2020-09-06T15:53:04Z,Virginia,"@RadioFreeTom presidential candidate is another 9/11.

Only worse.",Twitter for iPad,35,en,0,0,False,31,274,0,4557,502,0,1,8,'no verdict'
94,2020-09-06T22:13:05Z,Ohio,@WTP_BDiehards Vote for presidential candidate. Wait no. Not that. Nevermind.,Twitter for iPhone,52,en,2,0,False,77,98,2,1597,3314,0,1,7,no verdict
95,2020-10-26T04:32:14Z,Texas,"FBI is silent but voters aren't!
presidential candidate Laptop Matters!
There're more and more crime evidences come out! https://t.co/xpnENA7yzk",Twitter for iPad,103,en,1,0,True,4735,1016,21,18469,35171,1,0,5,no verdict
96,2020-08-28T10:12:42Z,Arizona,"others lost family to ISIS. 

presidential candidate refused to do a damn thing about the bounties being placed on our troops heads. He pushed for families running away from violence to be separated at the border. He encouraged police to use excessive force. He's encouraged his base to bully",Twitter for Android,275,en,0,0,False,106,929,1,4432,5401,0,1,9,No verdict
97,2020-09-04T13:01:00Z,Illinois,@BDemocratsfor @ziggystardad @KWilliamsAuthor @Emma34770971 @korij1962 @GhostUnit7 @Keith4Change @Orcinus27580858 @zaharias19 @TrumpSugar @PhilDiagnosis @misshellca @Queencrayola10 @RebootedAndrea @Mouse1Noisy @Ana_Ssassin19 @akvawe66 @_Cereal_kiIIer_ @DigiVorr @PlayerSweat @Hildolfr3 @HurrNot @calijeff1 @EMMYreincarnate @Lo_Gannicus @LarryIAm2020 @weronlyhumn @PCLoserCrusher @LadyOfTheOcean1 @Flattielover @Vickie627 @Shannon21043336 @SpaceForceMMXIX @GOPkleptocrat @bethakafrank @alshadowdancer @JenCages @MrCrayon15 @mi_sfrom @maqart55 @RedStateYankee @lands_michelle @cofffeedreams @aca8of @OwlFoxVT @downrangechaos @AbidesChrist @BrokeRoca @BJacksonLTH @windsongl121 Clinton signed NAFTA after presidential candidate. Single handedly destroyed the middle class. Oopsy,Twitter for Android,83,en,1,0,False,1612,1385,16,2354,1959,1,0,6,'False'
98,2020-09-20T13:46:02Z,South Carolina,@realDonaldTrump SAVE YOUR LIVES VOTE presidential candidate!!!!!!!!,Twitter for iPhone,34,en,1,0,False,278,500,4,3014,19705,1,0,6,'no verdict'
99,2020-08-13T23:57:54Z,Minnesota,"Watch ""presidential candidate Plainly Admits Plan to Limit Mail-In Voting | The Daily Social Distancing Show"" on YouTube - https://t.co/Q99Ih1qF0K",TweetCaster for Android,129,en,0,0,False,675,1512,1,40057,22402,0,1,3,'no verdict'
